ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-01-04,148.785561,-119.0424486518995,346.8581488568783,148.785561,148.785561,-14.172815898375955,-14.172815898375955,-14.172815898375955,0.42738892746089724,0.42738892746089724,0.42738892746089724,-14.600204825836851,-14.600204825836851,-14.600204825836851,0.0,0.0,0.0,134.61274510162406
2020-01-05,148.92745455573095,-117.89919434957241,373.46712920774957,148.92745455573095,148.92745455573095,-22.025524225521995,-22.025524225521995,-22.025524225521995,-4.735234937474005,-4.735234937474005,-4.735234937474005,-17.29028928804799,-17.29028928804799,-17.29028928804799,0.0,0.0,0.0,126.90193033020896
2020-01-06,149.06934811146192,-125.48033069819026,370.96312093320546,149.06934811146192,149.06934811146192,-25.63283420422687,-25.63283420422687,-25.63283420422687,-5.894757079381733,-5.894757079381733,-5.894757079381733,-19.738077124845137,-19.738077124845137,-19.738077124845137,0.0,0.0,0.0,123.43651390723505
2020-01-07,149.21124166719287,-116.34957894131848,369.9996918049126,149.21124166719287,149.21124166719287,-9.09913675482938,-9.09913675482938,-9.09913675482938,12.87424655240122,12.87424655240122,12.87424655240122,-21.9733833072306,-21.9733833072306,-21.9733833072306,0.0,0.0,0.0,140.1121049123635
2020-01-09,149.49502877865478,-140.9965358776439,354.82353218599076,149.49502877865478,149.49502877865478,-35.564922618659466,-35.564922618659466,-35.564922618659466,-9.636861100177187,-9.636861100177187,-9.636861100177187,-25.928061518482274,-25.928061518482274,-25.928061518482274,0.0,0.0,0.0,113.93010615999532
2020-01-10,149.6369223343857,-130.1679758841573,341.9782539327777,149.6369223343857,149.6369223343857,-56.974696446645126,-56.974696446645126,-56.974696446645126,-29.2680717874199,-29.2680717874199,-29.2680717874199,-27.70662465922522,-27.70662465922522,-27.70662465922522,0.0,0.0,0.0,92.66222588774058
2020-01-11,149.77881589011668,-108.21550922577325,370.5947941937369,149.77881589011668,149.77881589011668,-28.962050126120985,-28.962050126120985,-28.962050126120985,0.4273889274544301,0.4273889274544301,0.4273889274544301,-29.389439053575416,-29.389439053575416,-29.389439053575416,0.0,0.0,0.0,120.81676576399569
2020-01-12,149.92070944584762,-122.59274854948066,350.56777023545243,149.92070944584762,149.92070944584762,-35.73620658290774,-35.73620658290774,-35.73620658290774,-4.7352349374904685,-4.7352349374904685,-4.7352349374904685,-31.000971645417277,-31.000971645417277,-31.000971645417277,0.0,0.0,0.0,114.18450286293988
2020-01-13,150.0626030015786,-123.73200181294808,362.9494569006824,150.0626030015786,150.0626030015786,-38.457229893509336,-38.457229893509336,-38.457229893509336,-5.894757079378064,-5.894757079378064,-5.894757079378064,-32.56247281413127,-32.56247281413127,-32.56247281413127,0.0,0.0,0.0,111.60537310806926
2020-01-14,150.20449655730954,-107.62715594001925,359.30432881082805,150.20449655730954,150.20449655730954,-21.21725864327434,-21.21725864327434,-21.21725864327434,12.874246552418187,12.874246552418187,12.874246552418187,-34.09150519569253,-34.09150519569253,-34.09150519569253,0.0,0.0,0.0,128.9872379140352
2020-01-16,150.48828366877146,-132.77493564019963,332.3900627949185,150.48828366877146,150.48828366877146,-46.738902429493656,-46.738902429493656,-46.738902429493656,-9.636861100203149,-9.636861100203149,-9.636861100203149,-37.10204132929051,-37.10204132929051,-37.10204132929051,0.0,0.0,0.0,103.7493812392778
2020-01-17,150.6301772245024,-150.04173084567327,342.52549694366974,150.6301772245024,150.6301772245024,-67.86586418799662,-67.86586418799662,-67.86586418799662,-29.268071787495348,-29.268071787495348,-29.268071787495348,-38.59779240050128,-38.59779240050128,-38.59779240050128,0.0,0.0,0.0,82.76431303650578
2020-01-18,150.77207078023335,-122.05132317695066,351.97097562084105,150.77207078023335,150.77207078023335,-39.6621510787447,-39.6621510787447,-39.6621510787447,0.42738892751055435,0.42738892751055435,0.42738892751055435,-40.089540006255255,-40.089540006255255,-40.089540006255255,0.0,0.0,0.0,111.10991970148865
2020-01-19,150.91396433596432,-136.38677754080993,346.14574435585195,150.91396433596432,150.91396433596432,-46.309107664073835,-46.309107664073835,-46.309107664073835,-4.735234937488159,-4.735234937488159,-4.735234937488159,-41.57387272658568,-41.57387272658568,-41.57387272658568,0.0,0.0,0.0,104.60485667189049
2020-01-20,151.05585789169527,-151.63116702678224,346.61457622912656,151.05585789169527,151.05585789169527,-48.93832834621529,-48.93832834621529,-48.93832834621529,-5.894757079371874,-5.894757079371874,-5.894757079371874,-43.04357126684342,-43.04357126684342,-43.04357126684342,0.0,0.0,0.0,102.11752954547998
2020-01-21,151.19775144742624,-125.20046809179748,360.0981942708105,151.19775144742624,151.19775144742624,-31.61375698832025,-31.61375698832025,-31.61375698832025,12.874246552435158,12.874246552435158,12.874246552435158,-44.488003540755415,-44.488003540755415,-44.488003540755415,0.0,0.0,0.0,119.583994459106
2020-01-24,151.62343211461908,-158.23765826329588,319.8343239441389,151.62343211461908,151.62343211461908,-77.79095306392547,-77.79095306392547,-77.79095306392547,-29.268071787457927,-29.268071787457927,-29.268071787457927,-48.52288127646754,-48.52288127646754,-48.52288127646754,0.0,0.0,0.0,73.8324790506936
2020-01-25,151.76532567035002,-144.340120864191,337.5910628242441,151.76532567035002,151.76532567035002,-49.28270026323952,-49.28270026323952,-49.28270026323952,0.42738892750408725,0.42738892750408725,0.42738892750408725,-49.71008919074361,-49.71008919074361,-49.71008919074361,0.0,0.0,0.0,102.4826254071105
2020-01-26,151.907219226081,-154.00858616295636,323.1874042828117,151.907219226081,151.907219226081,-55.522120751789195,-55.522120751789195,-55.522120751789195,-4.735234937437497,-4.735234937437497,-4.735234937437497,-50.78688581435169,-50.78688581435169,-50.78688581435169,0.0,0.0,0.0,96.3850984742918
2020-01-27,152.04911278181194,-157.74521096904073,329.320730379125,152.04911278181194,152.04911278181194,-57.62908009253278,-57.62908009253278,-57.62908009253278,-5.894757079365681,-5.894757079365681,-5.894757079365681,-51.7343230131671,-51.7343230131671,-51.7343230131671,0.0,0.0,0.0,94.42003268927917
