ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-01-04,179.72175499999997,91.20099771780399,312.65334911267837,179.72175499999997,179.72175499999997,23.42436387149046,23.42436387149046,23.42436387149046,3.381049836260081,3.381049836260081,3.381049836260081,20.04331403523038,20.04331403523038,20.04331403523038,0.0,0.0,0.0,203.14611887149044
2020-01-05,179.58537765271103,77.63622492146538,304.93026288720876,179.58537765271103,179.58537765271103,18.030402669743548,18.030402669743548,18.030402669743548,0.9802082126710293,0.9802082126710293,0.9802082126710293,17.050194457072518,17.050194457072518,17.050194457072518,0.0,0.0,0.0,197.61578032245458
2020-01-06,179.4490003054221,83.04038846165325,313.01353187316596,179.4490003054221,179.4490003054221,20.413521340714247,20.413521340714247,20.413521340714247,6.479381230680179,6.479381230680179,6.479381230680179,13.934140110034065,13.934140110034065,13.934140110034065,0.0,0.0,0.0,199.86252164613634
2020-01-07,179.31262295813312,99.5912319031923,318.81608690582357,179.31262295813312,179.31262295813312,32.487122065073244,32.487122065073244,32.487122065073244,21.766120579560766,21.766120579560766,21.766120579560766,10.721001485512478,10.721001485512478,10.721001485512478,0.0,0.0,0.0,211.79974502320636
2020-01-09,179.03986826355523,60.05183179129622,285.35471743035293,179.03986826355523,179.03986826355523,-6.034187577342835,-6.034187577342835,-6.034187577342835,-10.151385199998435,-10.151385199998435,-10.151385199998435,4.117197622655601,4.117197622655601,4.117197622655601,0.0,0.0,0.0,173.0056806862124
2020-01-10,178.90349091626626,54.95678430842873,284.55503594129755,178.90349091626626,178.90349091626626,-16.311043606826928,-16.311043606826928,-16.311043606826928,-17.09791919527015,-17.09791919527015,-17.09791919527015,0.7868755884432205,0.7868755884432205,0.7868755884432205,0.0,0.0,0.0,162.59244730943934
2020-01-11,178.76711356897735,67.41062272301554,299.9686315554835,178.76711356897735,178.76711356897735,0.8600170907348763,0.8600170907348763,0.8600170907348763,3.38104983629813,3.38104983629813,3.38104983629813,-2.5210327455632537,-2.5210327455632537,-2.5210327455632537,0.0,0.0,0.0,179.62713065971224
2020-01-12,178.63073622168838,64.03336752832944,279.1762770775978,178.63073622168838,178.63073622168838,-4.795367082367156,-4.795367082367156,-4.795367082367156,0.9802082126839217,0.9802082126839217,0.9802082126839217,-5.775575295051079,-5.775575295051079,-5.775575295051079,0.0,0.0,0.0,173.83536913932122
2020-01-13,178.49435887439947,63.506361478179755,287.6421704373739,178.49435887439947,178.49435887439947,-2.4672070741252035,-2.4672070741252035,-2.4672070741252035,6.479381230725563,6.479381230725563,6.479381230725563,-8.946588304850767,-8.946588304850767,-8.946588304850767,0.0,0.0,0.0,176.02715180027425
2020-01-14,178.3579815271105,82.89348728081605,297.4901245479798,178.3579815271105,178.3579815271105,9.760829700799565,9.760829700799565,9.760829700799565,21.766120579532473,21.766120579532473,21.766120579532473,-12.00529087873291,-12.00529087873291,-12.00529087873291,0.0,0.0,0.0,188.11881122791007
2020-01-16,178.08522683253258,39.119278025928374,256.8549799584939,178.08522683253258,178.08522683253258,-27.832294121522285,-27.832294121522285,-27.832294121522285,-10.151385200005542,-10.151385200005542,-10.151385200005542,-17.68090892151674,-17.68090892151674,-17.68090892151674,0.0,0.0,0.0,150.2529327110103
2020-01-17,177.94884948524364,34.57040332753981,252.16995468454436,177.94884948524364,177.94884948524364,-37.349972496629114,-37.349972496629114,-37.349972496629114,-17.097919195195015,-17.097919195195015,-17.097919195195015,-20.252053301434103,-20.252053301434103,-20.252053301434103,0.0,0.0,0.0,140.59887698861453
2020-01-18,177.81247213795467,47.91300963819883,269.1057549424518,177.81247213795467,177.81247213795467,-19.239179262696172,-19.239179262696172,-19.239179262696172,3.3810498362476826,3.3810498362476826,3.3810498362476826,-22.620229098943856,-22.620229098943856,-22.620229098943856,0.0,0.0,0.0,158.5732928752585
2020-01-19,177.67609479066573,33.54385530650083,271.8802092010287,177.67609479066573,177.67609479066573,-23.79087103524646,-23.79087103524646,-23.79087103524646,0.9802082126461586,0.9802082126461586,0.9802082126461586,-24.77107924789262,-24.77107924789262,-24.77107924789262,0.0,0.0,0.0,153.88522375541928
2020-01-20,177.5397174433768,49.697578582914225,271.2377418405502,177.5397174433768,177.5397174433768,-20.214824949067605,-20.214824949067605,-20.214824949067605,6.479381230723915,6.479381230723915,6.479381230723915,-26.694206179791514,-26.694206179791514,-26.694206179791514,0.0,0.0,0.0,157.32489249430918
2020-01-21,177.40334009608785,56.54168960310003,286.06536977838414,177.40334009608785,177.40334009608785,-6.61722900728131,-6.61722900728131,-6.61722900728131,21.766120579504186,21.766120579504186,21.766120579504186,-28.383349586785496,-28.383349586785496,-28.383349586785496,0.0,0.0,0.0,170.78611108880654
2020-01-23,177.13058540150993,22.86775596042864,251.01825249655346,177.13058540150993,177.13058540150993,-41.20716381789503,-41.20716381789503,-41.20716381789503,-10.151385200012648,-10.151385200012648,-10.151385200012648,-31.055778617882382,-31.055778617882382,-31.055778617882382,0.0,0.0,0.0,135.9234215836149
2020-01-24,176.994208054221,15.881618724532883,243.43450454428856,176.994208054221,176.994208054221,-49.145504517945035,-49.145504517945035,-49.145504517945035,-17.097919195207105,-17.097919195207105,-17.097919195207105,-32.04758532273793,-32.04758532273793,-32.04758532273793,0.0,0.0,0.0,127.84870353627596
2020-01-25,176.85783070693202,39.52489853870883,260.64599035114986,176.85783070693202,176.85783070693202,-29.44112976659176,-29.44112976659176,-29.44112976659176,3.381049836285731,3.381049836285731,3.381049836285731,-32.82217960287749,-32.82217960287749,-32.82217960287749,0.0,0.0,0.0,147.41670094034026
2020-01-26,176.7214533596431,32.241837816910504,251.83568833508863,176.7214533596431,176.7214533596431,-32.41332676766696,-32.41332676766696,-32.41332676766696,0.9802082126515541,0.9802082126515541,0.9802082126515541,-33.39353498031851,-33.39353498031851,-33.39353498031851,0.0,0.0,0.0,144.30812659197613
2020-01-27,176.58507601235414,29.985665082241066,254.9227528146272,176.58507601235414,176.58507601235414,-27.29958901493722,-27.29958901493722,-27.29958901493722,6.479381230722269,6.479381230722269,6.479381230722269,-33.77897024565949,-33.77897024565949,-33.77897024565949,0.0,0.0,0.0,149.2854869974169
2020-01-28,176.44869866506517,48.15989105124616,277.7282544423276,176.44869866506517,176.44869866506517,-12.232611570563947,-12.232611570563947,-12.232611570563947,21.766120579544072,21.766120579544072,21.766120579544072,-33.99873215010802,-33.99873215010802,-33.99873215010802,0.0,0.0,0.0,164.21608709450123
2020-01-31,176.03956662319834,11.412182526254371,233.91657317983996,176.03956662319834,176.03956662319834,-50.99782407995831,-50.99782407995831,-50.99782407995831,-17.097919195247204,-17.097919195247204,-17.097919195247204,-33.8999048847111,-33.8999048847111,-33.8999048847111,0.0,0.0,0.0,125.04174254324002
2020-02-01,175.9031892759094,28.302347207213966,260.7501423097943,175.9031892759094,175.9031892759094,-30.319083044981866,-30.319083044981866,-30.319083044981866,3.3810498363237804,3.3810498363237804,3.3810498363237804,-33.70013288130564,-33.70013288130564,-33.70013288130564,0.0,0.0,0.0,145.58410623092755
2020-02-02,175.76681192862043,33.14086222943762,247.5692780103746,175.76681192862043,175.76681192862043,-32.48118744478072,-32.48118744478072,-32.48118744478072,0.9802082126137909,0.9802082126137909,0.9802082126137909,-33.46139565739451,-33.46139565739451,-33.46139565739451,0.0,0.0,0.0,143.2856244838397
2020-02-03,175.63043458133149,34.91829885873329,255.42032176184202,175.63043458133149,175.63043458133149,-26.73058809740547,-26.73058809740547,-26.73058809740547,6.479381230670733,6.479381230670733,6.479381230670733,-33.209969328076205,-33.209969328076205,-33.209969328076205,0.0,0.0,0.0,148.899846483926
2020-02-04,175.49405723404254,45.2967225637233,272.94847357569415,175.49405723404254,175.49405723404254,-11.204886939205728,-11.204886939205728,-11.204886939205728,21.766120579515782,21.766120579515782,21.766120579515782,-32.97100751872151,-32.97100751872151,-32.97100751872151,0.0,0.0,0.0,164.28917029483682
2020-02-06,175.22130253946463,21.434681811710767,242.10066750076092,175.22130253946463,175.22130253946463,-42.77339008923076,-42.77339008923076,-42.77339008923076,-10.15138519998979,-10.15138519998979,-10.15138519998979,-32.62200488924097,-32.62200488924097,-32.62200488924097,0.0,0.0,0.0,132.44791245023387
2020-02-07,175.0849251921757,10.969237493538694,240.076724687028,175.0849251921757,175.0849251921757,-49.649514262332616,-49.649514262332616,-49.649514262332616,-17.097919195259294,-17.097919195259294,-17.097919195259294,-32.55159506707332,-32.55159506707332,-32.55159506707332,0.0,0.0,0.0,125.43541092984307
2020-02-08,174.94854784488675,34.983055164815674,269.4983507439178,174.94854784488675,174.94854784488675,-29.190933459534147,-29.190933459534147,-29.190933459534147,3.3810498362733328,3.3810498362733328,3.3810498362733328,-32.571983295807485,-32.571983295807485,-32.571983295807485,0.0,0.0,0.0,145.7576143853526
2020-02-09,174.81217049759778,27.069284408337094,254.86421379105917,174.81217049759778,174.81217049759778,-31.714674879332517,-31.714674879332517,-31.714674879332517,0.9802082126773394,0.9802082126773394,0.9802082126773394,-32.69488309200985,-32.69488309200985,-32.69488309200985,0.0,0.0,0.0,143.09749561826527
2020-02-11,174.5394158030199,49.97543302141191,270.3154742620431,174.5394158030199,174.5394158030199,-11.509649024353548,-11.509649024353548,-11.509649024353548,21.766120579532384,21.766120579532384,21.766120579532384,-33.27576960388593,-33.27576960388593,-33.27576960388593,0.0,0.0,0.0,163.02976677866636
2020-02-13,174.266661108442,15.574113686944877,244.42361869822014,174.266661108442,174.266661108442,-44.46012457826337,-44.46012457826337,-44.46012457826337,-10.15138519998875,-10.15138519998875,-10.15138519998875,-34.308739378274616,-34.308739378274616,-34.308739378274616,0.0,0.0,0.0,129.80653653017865
2020-02-14,174.13028376115304,9.362694614406982,232.62487916779932,174.13028376115304,174.13028376115304,-52.079336611691666,-52.079336611691666,-52.079336611691666,-17.097919195242312,-17.097919195242312,-17.097919195242312,-34.98141741644935,-34.98141741644935,-34.98141741644935,0.0,0.0,0.0,122.05094714946136
2020-02-15,173.99390641386407,27.87083680542811,254.73966353615614,173.99390641386407,173.99390641386407,-32.36219479953504,-32.36219479953504,-32.36219479953504,3.3810498363113815,3.3810498363113815,3.3810498363113815,-35.74324463584642,-35.74324463584642,-35.74324463584642,0.0,0.0,0.0,141.63171161432902
2020-02-16,173.85752906657515,28.00883195386739,245.51121800599438,173.85752906657515,173.85752906657515,-35.59827245401436,-35.59827245401436,-35.59827245401436,0.9802082126395757,0.9802082126395757,0.9802082126395757,-36.57848066665394,-36.57848066665394,-36.57848066665394,0.0,0.0,0.0,138.2592566125608
2020-02-17,173.72115171928618,28.77711380673294,258.65934888408566,173.72115171928618,173.72115171928618,-30.98882125015669,-30.98882125015669,-30.98882125015669,6.479381230667438,6.479381230667438,6.479381230667438,-37.46820248082413,-37.46820248082413,-37.46820248082413,0.0,0.0,0.0,142.7323304691295
2020-02-18,173.58477437199724,41.61373797409456,263.54513050026907,173.58477437199724,173.58477437199724,-16.624627199880592,-16.624627199880592,-16.624627199880592,21.76612057950409,21.76612057950409,21.76612057950409,-38.39074777938468,-38.39074777938468,-38.39074777938468,0.0,0.0,0.0,156.96014717211665
2020-02-20,173.31201967741933,11.75044878980759,234.89449985889402,173.31201967741933,173.31201967741933,-50.388473539358294,-50.388473539358294,-50.388473539358294,-10.15138520001215,-10.15138520001215,-10.15138520001215,-40.23708833934615,-40.23708833934615,-40.23708833934615,0.0,0.0,0.0,122.92354613806103
2020-02-21,173.1756423301304,-1.611971079223706,228.89561764899665,173.1756423301304,173.1756423301304,-58.20665558360569,-58.20665558360569,-58.20665558360569,-17.097919195225334,-17.097919195225334,-17.097919195225334,-41.10873638838036,-41.10873638838036,-41.10873638838036,0.0,0.0,0.0,114.9689867465247
2020-02-22,173.03926498284144,22.995610688687865,241.8706411634827,173.03926498284144,173.03926498284144,-38.52911889726557,-38.52911889726557,-38.52911889726557,3.381049836283852,3.381049836283852,3.381049836283852,-41.91016873354942,-41.91016873354942,-41.91016873354942,0.0,0.0,0.0,134.51014608557588
2020-02-23,172.90288763555247,16.330846961318745,239.92871704187365,172.90288763555247,172.90288763555247,-41.634429814844296,-41.634429814844296,-41.634429814844296,0.9802082126018132,0.9802082126018132,0.9802082126018132,-42.614638027446105,-42.614638027446105,-42.614638027446105,0.0,0.0,0.0,131.2684578207082
2020-02-24,172.76651028826353,31.362747614001265,248.90528712234678,172.76651028826353,172.76651028826353,-36.716930188580214,-36.716930188580214,-36.716930188580214,6.47938123071282,6.47938123071282,6.47938123071282,-43.19631141929303,-43.19631141929303,-43.19631141929303,0.0,0.0,0.0,136.0495800996833
2020-02-25,172.6301329409746,44.19158371804648,264.2011618988236,172.6301329409746,172.6301329409746,-21.86479610977313,-21.86479610977313,-21.86479610977313,21.766120579509888,21.766120579509888,21.766120579509888,-43.63091668928302,-43.63091668928302,-43.63091668928302,0.0,0.0,0.0,150.76533683120147
2020-02-27,172.35737824639668,9.352884514752965,225.3440158688262,172.35737824639668,172.35737824639668,-54.12468363132822,-54.12468363132822,-54.12468363132822,-10.151385199982187,-10.151385199982187,-10.151385199982187,-43.97329843134604,-43.97329843134604,-43.97329843134604,0.0,0.0,0.0,118.23269461506845
2020-02-28,172.22100071945223,-5.245941896522127,223.53787120296656,172.22100071945223,172.22100071945223,-60.94358085060751,-60.94358085060751,-60.94358085060751,-17.09791919520835,-17.09791919520835,-17.09791919520835,-43.845661655399155,-43.845661655399155,-43.845661655399155,0.0,0.0,0.0,111.27741986884473
2020-03-01,171.94824566556332,22.82273412428007,237.7322937637362,171.94824566556332,171.94824566556332,-41.951137043991,-41.951137043991,-41.951137043991,0.980208212657864,0.980208212657864,0.980208212657864,-42.93134525664886,-42.93134525664886,-42.93134525664886,0.0,0.0,0.0,129.99710862157232
2020-03-02,171.81186813861888,29.644283746215365,235.23464376741038,171.81186813861888,171.81186813861888,-35.65313395009161,-35.65313395009161,-35.65313395009161,6.479381230664142,6.479381230664142,6.479381230664142,-42.13251518075575,-42.13251518075575,-42.13251518075575,0.0,0.0,0.0,136.15873418852726
2020-03-03,171.67549061167438,39.94743456162484,266.7916067690962,171.67549061167438,171.67549061167438,-19.339157460842298,-19.339157460842298,-19.339157460842298,21.76612057951569,21.76612057951569,21.76612057951569,-41.10527804035799,-41.10527804035799,-41.10527804035799,0.0,0.0,0.0,152.33633315083208
2020-03-04,171.53911308472993,10.667800950130987,239.77140447356695,171.53911308472993,171.53911308472993,-45.21240678922566,-45.21240678922566,-45.21240678922566,-5.3574554639184555,-5.3574554639184555,-5.3574554639184555,-39.8549513253072,-39.8549513253072,-39.8549513253072,0.0,0.0,0.0,126.32670629550427
2020-03-06,171.26635803084102,6.4826599361435315,229.63031627296223,171.26635803084102,171.26635803084102,-53.8272606338422,-53.8272606338422,-53.8272606338422,-17.09791919522044,-17.09791919522044,-17.09791919522044,-36.72934143862175,-36.72934143862175,-36.72934143862175,0.0,0.0,0.0,117.43909739699882
2020-03-07,171.12998050389658,32.019641327609015,249.8649943969243,171.12998050389658,171.12998050389658,-31.506232523779286,-31.506232523779286,-31.506232523779286,3.381049836315701,3.381049836315701,3.381049836315701,-34.88728236009499,-34.88728236009499,-34.88728236009499,0.0,0.0,0.0,139.6237479801173
2020-03-08,170.9936029769521,29.215371042341648,254.9511706806917,170.9936029769521,170.9936029769521,-31.90784149360456,-31.90784149360456,-31.90784149360456,0.9802082126201007,0.9802082126201007,0.9802082126201007,-32.88804970622467,-32.88804970622467,-32.88804970622467,0.0,0.0,0.0,139.08576148334754
2020-03-09,170.85722545000766,38.47374922629228,265.0987510540054,170.85722545000766,170.85722545000766,-24.278583284882004,-24.278583284882004,-24.278583284882004,6.4793812306596354,6.4793812306596354,6.4793812306596354,-30.75796451554164,-30.75796451554164,-30.75796451554164,0.0,0.0,0.0,146.57864216512564
2020-03-10,170.7208479230632,50.88435490462239,269.1537750558409,170.7208479230632,170.7208479230632,-6.760321382275435,-6.760321382275435,-6.760321382275435,21.766120579521488,21.766120579521488,21.766120579521488,-28.526441961796923,-28.526441961796923,-28.526441961796923,0.0,0.0,0.0,163.96052654078775
2020-03-11,170.58447039611872,28.939887622876387,248.79607270213012,170.58447039611872,170.58447039611872,-31.58289200505539,-31.58289200505539,-31.58289200505539,-5.35745546392478,-5.35745546392478,-5.35745546392478,-26.225436541130605,-26.225436541130605,-26.225436541130605,0.0,0.0,0.0,139.00157839106333
2020-03-14,170.17533781528536,39.078760432340175,267.80274444530045,170.17533781528536,170.17533781528536,-15.868934460308349,-15.868934460308349,-15.868934460308349,3.3810498363095003,3.3810498363095003,3.3810498363095003,-19.24998429661785,-19.24998429661785,-19.24998429661785,0.0,0.0,0.0,154.30640335497702
2020-03-15,170.03896028834092,48.210272177256414,267.62171448515096,170.03896028834092,170.03896028834092,-16.038874064787702,-16.038874064787702,-16.038874064787702,0.9802082126836485,0.9802082126836485,0.9802082126836485,-17.01908227747135,-17.01908227747135,-17.01908227747135,0.0,0.0,0.0,154.0000862235532
2020-03-16,169.90258276139645,45.4205193575371,273.71199205285797,169.90258276139645,169.90258276139645,-8.414460468865514,-8.414460468865514,-8.414460468865514,6.479381230657988,6.479381230657988,6.479381230657988,-14.893841699523502,-14.893841699523502,-14.893841699523502,0.0,0.0,0.0,161.48812229253093
2020-03-17,169.766205234452,70.45728468788293,289.2784470230809,169.766205234452,169.766205234452,8.858593055833948,8.858593055833948,8.858593055833948,21.766120579493197,21.766120579493197,21.766120579493197,-12.90752752365925,-12.90752752365925,-12.90752752365925,0.0,0.0,0.0,178.62479829028595
2020-03-18,169.62982770750753,43.205081594848295,266.2744480244361,169.62982770750753,169.62982770750753,-16.448688923780715,-16.448688923780715,-16.448688923780715,-5.3574554639599,-5.3574554639599,-5.3574554639599,-11.091233459820817,-11.091233459820817,-11.091233459820817,0.0,0.0,0.0,153.18113878372682
2020-03-20,169.35707265361862,31.03873009785756,266.42287265705824,169.35707265361862,169.35707265361862,-25.176529751741676,-25.176529751741676,-25.176529751741676,-17.097919195243556,-17.097919195243556,-17.097919195243556,-8.07861055649812,-8.07861055649812,-8.07861055649812,0.0,0.0,0.0,144.18054290187695
2020-03-21,169.22069512667417,55.04142043861099,273.31548361459494,169.22069512667417,169.22069512667417,-3.547358087415888,-3.547358087415888,-3.547358087415888,3.3810498363033012,3.3810498363033012,3.3810498363033012,-6.928407923719189,-6.928407923719189,-6.928407923719189,0.0,0.0,0.0,165.67333703925829
2020-03-22,169.0843175997297,61.89456263339448,272.69095458094944,169.0843175997297,169.0843175997297,-5.059382463179485,-5.059382463179485,-5.059382463179485,0.9802082126458866,0.9802082126458866,0.9802082126458866,-6.039590675825371,-6.039590675825371,-6.039590675825371,0.0,0.0,0.0,164.02493513655023
2020-03-23,168.94794007278526,55.62028050138584,275.17110672600717,168.94794007278526,168.94794007278526,1.0548327887506361,1.0548327887506361,1.0548327887506361,6.479381230703372,6.479381230703372,6.479381230703372,-5.4245484419527354,-5.4245484419527354,-5.4245484419527354,0.0,0.0,0.0,170.0027728615359
2020-03-24,168.8115625458408,72.90894394598956,297.78324216142573,168.8115625458408,168.8115625458408,16.67520859954751,16.67520859954751,16.67520859954751,21.766120579533084,21.766120579533084,21.766120579533084,-5.090911979985575,-5.090911979985575,-5.090911979985575,0.0,0.0,0.0,185.4867711453883
